Item Fat Content,Item Identifier,Si No,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility, Sales ,Rating
Low Fat,NCU29,773,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025477448, $145.28 ,4.5
Low Fat,NCW41,774,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015450376, $158.96 ,4.5
Low Fat,NCY17,775,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.163096139, $43.01 ,4.5
Low Fat,NCC19,776,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.096880574, $191.48 ,4.5
Low Fat,NCJ43,777,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.027069402, $174.94 ,4.5
Low Fat,NCE19,778,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09301462, $52.80 ,4.5
Low Fat,NCO18,779,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.024651269, $179.57 ,4.5
Low Fat,NCG43,780,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0, $94.15 ,4.5
Low Fat,FDT03,781,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.009998763, $182.36 ,4.5
Low Fat,FDW33,782,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.099120588, $107.23 ,4.5
Low Fat,DRC12,783,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.037826873, $189.72 ,4.5
Regular,FDL14,784,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.032158866, $154.90 ,4.5
Regular,FDZ01,785,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.009058845, $103.40 ,4.5
Regular,FDJ14,786,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.050070476, $77.90 ,4.5
Regular,FDB04,787,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.063226306, $87.99 ,4.5
Regular,FDA08,788,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.050085152, $164.75 ,4.5
low fat,FDX55,789,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0552059, $219.42 ,4.5
Low Fat,NCF55,790,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.021710275, $34.99 ,4.5
Low Fat,NCJ30,791,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.081096613, $170.38 ,4.5
Low Fat,FDR10,792,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.010096684, $160.46 ,4.5
Low Fat,FDR48,793,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.131770922, $151.10 ,4.5
Low Fat,FDL36,794,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.076229769, $90.48 ,4.5
Low Fat,FDH27,795,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.058465268, $145.31 ,4.5
Low Fat,FDI52,796,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.104890428, $121.41 ,4.5
Low Fat,FDD45,797,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.116484721, $94.14 ,4.5
Low Fat,NCS53,798,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.08996026, $159.56 ,4.5
Low Fat,NCA41,799,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.032652796, $190.82 ,4.5
Low Fat,NCY17,800,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0, $44.11 ,4.5
Low Fat,NCX17,801,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.113833823, $232.83 ,4.5
Low Fat,NCV54,802,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.033176087, $120.11 ,4.5
Low Fat,NCQ06,803,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.041909345, $255.00 ,4.5
Low Fat,NCB55,804,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.16098885, $57.86 ,4.5
Low Fat,NCN54,805,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.021369722, $75.83 ,4.5
Low Fat,DRE12,806,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0, $111.19 ,4.5
Low Fat,FDR48,807,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.132248069, $150.50 ,4.5
Low Fat,FDO12,808,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.055241242, $196.55 ,4.5
Low Fat,FDS47,809,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.12961476, $86.19 ,4.5
Low Fat,FDZ27,810,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.017253305, $51.44 ,4.5
Low Fat,DRE03,811,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.024363939, $46.37 ,4.5
Low Fat,FDB08,812,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.03127929, $160.36 ,4.5
Low Fat,FDB44,813,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0, $212.46 ,4.5
Low Fat,FDE57,814,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.036490369, $140.82 ,4.5
Low Fat,FDN20,815,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.026329989, $169.25 ,4.5
Low Fat,NCD19,816,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.013253936, $56.46 ,4.5
Low Fat,NCG55,817,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0, $115.22 ,4.5
Low Fat,NCO54,818,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.014355033, $55.46 ,4.5
Low Fat,FDE46,819,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.015858893, $152.94 ,4.5
Regular,FDR37,820,Breakfast,2015,OUT045,Tier 2,High,Supermarket Type1,0.066383907, $180.43 ,4.5
Regular,FDA25,821,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.068263916, $104.80 ,4.5
Regular,FDU50,822,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.075322658, $116.32 ,4.5
Regular,FDT19,823,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.145335007, $173.11 ,4.5
Regular,FDX32,824,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.100060762, $144.08 ,4.5
Regular,FDU51,825,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.096709408, $175.80 ,4.5
Regular,FDG46,826,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.032976399, $114.65 ,4.5
Regular,FDM12,827,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.070312473, $189.62 ,4.5
Regular,FDW38,828,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.139464425, $53.23 ,4.5
Regular,FDZ14,829,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.047857877, $119.78 ,4.5
Regular,FDS19,830,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.06457046, $76.20 ,4.5
Regular,FDP03,831,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0, $122.94 ,4.5
Regular,FDR51,832,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.174450933, $151.07 ,4.5
Regular,FDR03,833,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.00878535, $205.00 ,4.5
Regular,FDO46,834,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0, $191.09 ,4.5
Regular,FDV22,835,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.009995002, $154.46 ,4.5
low fat,FDU35,836,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0, $99.87 ,4.5
Low Fat,FDV49,837,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025822315, $262.72 ,4.5
Low Fat,FDA13,838,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.078540095, $36.35 ,4.5
Low Fat,FDJ52,839,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.017783501, $159.46 ,4.5
Low Fat,FDT04,840,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107021498, $40.58 ,4.5
Low Fat,NCZ41,841,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.064409056, $126.77 ,4.5
Low Fat,NCJ30,842,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08062523, $168.38 ,4.5
Low Fat,NCN54,843,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021322439, $79.13 ,4.5
Low Fat,NCD54,844,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029003459, $143.48 ,4.5
Low Fat,NCP50,845,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.020555958, $79.46 ,4.5
Low Fat,FDQ09,846,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058121214, $115.88 ,4.5
Low Fat,FDI22,847,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09619424, $210.86 ,4.5
Low Fat,DRD12,848,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.077178965, $93.11 ,4.5
Low Fat,DRL60,849,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027054244, $151.57 ,4.5
Low Fat,DRD13,850,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049070183, $61.92 ,4.5
Regular,FDI48,851,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0, $51.27 ,4.5
Regular,FDZ49,852,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.13312044, $221.58 ,4.5
Regular,FDJ02,853,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025162022, $145.94 ,4.5
Regular,FDJ15,854,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.023318068, $182.46 ,4.5
Regular,FDO52,855,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.077150004, $170.21 ,4.5
Regular,FDU58,856,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029006239, $186.09 ,4.5
Regular,FDN46,857,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.14460413, $102.63 ,4.5
Regular,FDO46,858,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.014209811, $188.19 ,4.5
Regular,FDI34,859,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.085119855, $229.87 ,4.5
Regular,FDG22,860,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.041373331, $38.12 ,4.5
Regular,DRC13,861,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.032435437, $124.87 ,4.5
Low Fat,FDB17,862,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.061381589, $180.00 ,4.5
Low Fat,FDZ44,863,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.064824502, $116.08 ,4.5
Low Fat,DRK35,864,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.120256303, $39.25 ,4.5
Low Fat,NCP29,865,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.187918654, $65.42 ,4.5
Low Fat,NCZ29,866,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.119461188, $126.34 ,4.5
Low Fat,NCS30,867,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.155706798, $127.97 ,4.5
Low Fat,NCA42,868,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.047784475, $158.86 ,4.5
Low Fat,NCH55,869,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.058034349, $124.80 ,4.5
Low Fat,FDT58,870,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.143870574, $169.48 ,4.5
Low Fat,FDZ45,871,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.111936685, $198.81 ,4.5
Low Fat,FDO57,872,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.181958524, $161.06 ,4.5
Regular,FDT12,873,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.083056555, $224.41 ,4.5
Regular,FDW12,874,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.059540542, $143.64 ,4.5
Regular,FDF26,875,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.078057026, $154.60 ,4.5
Regular,FDV37,876,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.139785104, $196.24 ,4.5
Regular,FDW38,877,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.23212188, $55.53 ,4.5
Regular,FDS04,878,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.245483691, $141.88 ,4.5
Regular,FDO22,879,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.029893094, $81.10 ,4.5
Regular,FDJ58,880,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.176244038, $173.68 ,4.5
low fat,FDW13,881,Canned,2011,OUT010,Tier 3,Small,Grocery Store,0.163838951, $51.33 ,4.5
Low Fat,FDH48,882,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0, $88.05 ,4.5
Low Fat,FDO37,883,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.021358889, $232.33 ,4.5
Low Fat,FDD14,884,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.169667145, $183.53 ,4.5
Low Fat,FDV38,885,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.101689151, $54.70 ,4.5
Low Fat,FDC41,886,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.116815953, $75.57 ,4.5
Low Fat,FDE57,887,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.03625493, $141.02 ,4.5
Low Fat,FDS07,888,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.099674817, $112.25 ,4.5
Low Fat,NCJ30,889,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0, $169.38 ,4.5
Low Fat,NCI06,890,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.04767798, $181.47 ,4.5
Low Fat,FDO34,891,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.029914022, $166.28 ,4.5
Low Fat,FDE46,892,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01575657, $153.14 ,4.5
Low Fat,DRH37,893,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.041581725, $163.35 ,4.5
Regular,FDH02,894,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.02076385, $89.05 ,4.5
Regular,FDC51,895,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.009613854, $122.97 ,4.5
Regular,FDT07,896,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.077254736, $257.63 ,4.5
Regular,FDJ44,897,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.106238768, $176.14 ,4.5
Regular,FDO22,898,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.017844609, $81.40 ,4.5
Regular,FDI10,899,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.078339081, $172.94 ,4.5
Low Fat,FDF04,900,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013692598, $259.73 ,4.5
Low Fat,FDD11,901,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $253.00 ,4.5
Low Fat,FDN12,902,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $111.85 ,4.5
Low Fat,FDD14,903,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.170500183, $184.13 ,4.5
Low Fat,FDQ52,904,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.119871307, $248.34 ,4.5
Low Fat,FDJ08,905,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.111122936, $189.28 ,4.5
Low Fat,FDY19,906,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041533438, $119.85 ,4.5
Low Fat,DRM11,907,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066338717, $261.43 ,4.5
Low Fat,NCP41,908,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016276741, $109.86 ,4.5
Low Fat,NCP17,909,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027827268, $65.62 ,4.5
Low Fat,NCS38,910,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.090558833, $112.62 ,4.5
Low Fat,DRJ25,911,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.151180862, $47.57 ,4.5
Regular,FDY26,912,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030634813, $212.92 ,4.5
Regular,FDV20,913,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.060045008, $128.37 ,4.5
Regular,FDV57,914,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $179.77 ,4.5
Low Fat,FDP11,915,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.068765925, $216.92 ,4.5
Low Fat,FDR23,916,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.08139146, $177.84 ,4.5
Low Fat,FDB27,917,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.055121892, $196.78 ,4.5
Low Fat,FDK51,918,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.005209791, $265.29 ,4.5
Low Fat,FDK28,919,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065272284, $256.16 ,4.5
Low Fat,FDK52,920,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $225.31 ,4.5
Low Fat,FDU52,921,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.063462048, $157.56 ,4.5
Low Fat,NCK05,922,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.077079177, $61.55 ,4.5
Low Fat,NCA06,923,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.142589751, $35.92 ,4.5
Low Fat,NCE06,924,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.091042211, $162.69 ,4.5
Low Fat,NCG07,925,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.052247806, $190.85 ,4.5
Low Fat,NCH54,926,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.072317217, $160.79 ,4.5
Low Fat,NCT18,927,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05911748, $181.60 ,4.5
Low Fat,NCZ06,928,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09370568, $253.87 ,4.5
Low Fat,NCL07,929,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0311868, $39.55 ,4.5
Regular,FDF24,930,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02524761, $81.99 ,4.5
Regular,FDF26,931,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.046408928, $153.30 ,4.5
Regular,FDR40,932,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.00799548, $78.56 ,4.5
Regular,FDW16,933,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.041273391, $91.68 ,4.5
Regular,FDY04,934,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.042270751, $162.52 ,4.5
Regular,FDO31,935,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.028842332, $81.50 ,4.5
Regular,FDF34,936,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.013951504, $199.91 ,4.5
Regular,DRC36,937,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044767032, $173.71 ,4.5
low fat,FDW24,938,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037315469, $50.00 ,4.5
low fat,FDQ23,939,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024407061, $102.33 ,4.5
low fat,NCS05,940,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.020876485, $133.79 ,4.5
Regular,FDT26,941,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.067624438, $120.94 ,4.5
Low Fat,NCD19,942,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0, $53.86 ,4.4
Low Fat,FDB34,943,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026480954, $87.62 ,4.4
Low Fat,DRK35,944,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071958197, $38.05 ,4.4
Regular,FDB56,945,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07461309, $187.46 ,4.4
Low Fat,FDP09,946,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034027909, $212.09 ,4.4
Low Fat,FDG02,947,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011307038, $188.52 ,4.4
Regular,FDM15,948,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.057373797, $151.44 ,4.4
Regular,FDO08,949,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.09415375, $165.75 ,4.4
Low Fat,FDT43,950,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020631654, $50.13 ,4.4
Low Fat,FDI24,951,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.078362484, $177.94 ,4.4
Regular,FDS46,952,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.082741482, $118.78 ,4.4
Regular,FDG28,953,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.049559042, $246.41 ,4.4
Low Fat,FDG24,954,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014618973, $85.23 ,4.4
Low Fat,FDQ56,955,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.10550944, $85.69 ,4.4
Low Fat,FDX23,956,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029691762, $92.64 ,4.4
Regular,FDR44,957,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.102920886, $130.50 ,4.4
Regular,FDU01,958,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.011995271, $184.59 ,4.4
Regular,FDP59,959,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.056580228, $105.66 ,4.4
Low Fat,NCV17,960,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.01619866, $129.26 ,4.4
Low Fat,FDZ15,961,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020870744, $117.38 ,4.4
Low Fat,FDA36,962,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.005677876, $184.89 ,4.4
Low Fat,FDV51,963,Meat,2011,OUT010,Tier 3,Small,Grocery Store,0.054463442, $163.88 ,4.4
Low Fat,NCT41,964,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.098031771, $151.30 ,4.4
Low Fat,NCK54,965,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0, $117.82 ,4.4
Low Fat,FDE16,966,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026384672, $209.00 ,4.4
Low Fat,FDE53,967,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026749991, $106.93 ,4.4
Low Fat,NCL19,968,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015673267, $145.05 ,4.4
Regular,FDT32,969,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065316099, $189.92 ,4.4
Low Fat,FDC46,970,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.115978122, $183.43 ,4.4
Low Fat,FDS10,971,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0350152, $182.03 ,4.4
Low Fat,FDC04,972,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044767801, $241.89 ,4.4
Low Fat,NCJ30,973,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080968973, $171.38 ,4.4
Regular,FDQ15,974,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.150341867, $83.13 ,4.4
Regular,FDV01,975,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $154.63 ,4.4
Regular,FDJ57,976,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021569566, $184.86 ,4.4
Low Fat,NCE31,977,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.184843579, $33.12 ,4.4
Low Fat,FDV07,978,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0, $110.42 ,4.4
Low Fat,FDD04,979,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.090153756, $143.22 ,4.4
Low Fat,NCC18,980,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.177545624, $172.44 ,4.4
Low Fat,NCL31,981,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.120467994, $145.15 ,4.4
Low Fat,FDA33,982,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033952603, $148.21 ,4.4
Low Fat,FDT59,983,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0, $229.47 ,4.4
Low Fat,FDE26,984,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.089144149, $144.98 ,4.4
Low Fat,FDB50,985,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.153857402, $76.40 ,4.4
Low Fat,FDC17,986,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.015484763, $211.99 ,4.4
Low Fat,FDM44,987,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.031097948, $103.90 ,4.4
Low Fat,DRI11,988,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034457776, $113.38 ,4.4
Low Fat,DRL47,989,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0, $125.94 ,4.4
Low Fat,NCB30,990,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025742955, $197.11 ,4.4
Low Fat,NCI18,991,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014045832, $222.77 ,4.4
Low Fat,NCP06,992,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039306822, $150.74 ,4.4
Low Fat,NCO02,993,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0, $65.01 ,4.4
Low Fat,DRE37,994,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.094366079, $190.99 ,4.4
Low Fat,DRD24,995,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030842963, $143.12 ,4.4
Low Fat,DRL37,996,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.053455158, $43.68 ,4.4
Regular,FDJ12,997,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039101813, $208.83 ,4.4
Regular,FDX11,998,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.106918052, $183.56 ,4.4
